,Row,ASIN,TITLE,GROUP,SALES_RANK,TIMES_REVIEWED,TIMES_DOWNLOADED,AVERAGE_RATING,MAIN_CATEGORY,SUB_CATEGORIES
2345,698,B000059LC6,Wasted Days,Music,48965,11,11,4.5,Alternative Rock[30],"['Ska[468308]', 'Ska General[501996]']"
2346,699,B000089GIO,One Heart,Music,1918,319,319,4.0,Rock[40],['General[67206]']
2347,699,B000089GIO,One Heart,Music,1918,319,319,4.0,Pop[37],"['Vocal Pop[406646]', 'Contemporary[285743]']"
2348,699,B000089GIO,One Heart,Music,1918,319,319,4.0,Dance & DJ[7],"['Dance Pop[63704]', 'General[467944]']"
2349,699,B000089GIO,One Heart,Music,1918,319,319,4.0,Pop[37],"['Adult Contemporary[67167]', 'General[468116]']"
2350,699,B000089GIO,One Heart,Music,1918,319,319,4.0,Pop[37],"['Vocal Pop[406646]', 'General[513062]']"
2351,699,B000089GIO,One Heart,Music,1918,319,319,4.0,Broadway & Vocalists[265640],['General[912012]']
2352,700,B000002J3D,Twisted Christmas [Box],Music,102629,6,6,5.0,Miscellaneous[35],"['Comedy[63936]', 'General[466982]']"
2353,700,B000002J3D,Twisted Christmas [Box],Music,102629,6,6,5.0,Miscellaneous[35],"['Comedy[63936]', 'Shock Comedy[466988]']"
2354,700,B000002J3D,Twisted Christmas [Box],Music,102629,6,6,5.0,Miscellaneous[35],"['Holiday[292572]', 'General Christmas[515048]']"
2355,700,B000002J3D,Twisted Christmas [Box],Music,102629,6,6,5.0,Miscellaneous[35],"['Holiday[292572]', 'Pop Vocal[515056]']"
2356,701,B00000732J,"Kiss/Girls & Boys [UK 3"" CD]",Music,181245,3,3,4.5,R&B[39],"['Funk[67183]', 'General[468114]']"
2357,702,B000000SH6,Shostakovich:Symphony No.11,Music,184551,4,4,4.5,Classical[85],"['Historical Periods[36712]', 'Modern, 20th, & 21st Century[37260]', 'Forms & Genres[37660]', 'Symphonies[37704]']"
2358,702,B000000SH6,Shostakovich:Symphony No.11,Music,184551,4,4,4.5,Classical[85],"['Featured Performers, A-Z[38472]', '( R )[57231]', 'Rostropovich, Mstislav[58096]']"
2359,702,B000000SH6,Shostakovich:Symphony No.11,Music,184551,4,4,4.5,Classical[85],"['Symphonies[63681]', 'General[63684]']"
2360,702,B000000SH6,Shostakovich:Symphony No.11,Music,184551,4,4,4.5,Classical[85],"['Symphonies[63681]', 'Modern & 20th Century[63685]']"
2361,702,B000000SH6,Shostakovich:Symphony No.11,Music,184551,4,4,4.5,Classical[85],['General[300358]']
2362,702,B000000SH6,Shostakovich:Symphony No.11,Music,184551,4,4,4.5,Classical[85],"['Featured Composers, A-Z[5338]', '( S )[31014]', 'Shostakovich, Dmitri[32235]', 'All Works by Shostakovich[573252]']"
2363,703,B00000879H,Seine GroÌÙen Filmhits,Music,593370,0,0,0.0,International[33],['General[63848]']
2364,704,B00004TCQC,1000 Nights of Chaos,Music,210186,16,16,5.0,Alternative Rock[30],['General[5191]']
2365,704,B00004TCQC,1000 Nights of Chaos,Music,210186,16,16,5.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Hardcore[5198]']"
2366,704,B00004TCQC,1000 Nights of Chaos,Music,210186,16,16,5.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Punk[5203]']"
2367,704,B00004TCQC,1000 Nights of Chaos,Music,210186,16,16,5.0,Alternative Rock[30],"['Indie & Lo-Fi[468300]', 'Indie Rock[471006]']"
2368,705,B000000PFX,Jeanne Moreau,Music,200267,1,1,4.0,International[33],['General[63848]']
2369,705,B000000PFX,Jeanne Moreau,Music,200267,1,1,4.0,Pop[37],"['Vocal Pop[406646]', 'General[513062]']"
2370,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],['General[5191]']
2371,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Hardcore[5198]']"
2372,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Punk[5203]']"
2373,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Punk Revival[5205]']"
2374,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Ska Punk[5208]']"
2375,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],"['Ska[468308]', 'Third Wave Ska[5220]']"
2376,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Hard Rock & Metal[67207],['Alternative Metal[67208]']
2377,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Emo[300227]']"
2378,706,B000063CN1,"Victory Style, Vol. 5",Music,219592,1,1,4.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Punk-Pop[602098]']"
2379,707,B00004YAGS,Salsa Solamente,Music,133609,1,1,5.0,International[33],"['Caribbean & Cuba[63748]', 'Dominican Republic[63752]']"
2380,707,B00004YAGS,Salsa Solamente,Music,133609,1,1,5.0,Latin Music[289122],['General[63851]']
2381,707,B00004YAGS,Salsa Solamente,Music,133609,1,1,5.0,Latin Music[289122],['Salsa[63854]']
2382,708,B00005ASL9,Maximum Dixie Chicks,Music,83278,0,0,0.0,Country[16],['General[63695]']
2383,709,B000060K2V,Clubtown,Music,610764,0,0,0.0,,
2384,710,B00005NZOW,St. Pauli Affairs,Music,233930,0,0,0.0,,
2385,711,B0000045ZA,Music for Frankenstein,Music,201430,1,1,5.0,Soundtracks[42],['General[292522]']
2386,711,B0000045ZA,Music for Frankenstein,Music,201430,1,1,5.0,Classical[85],['General[300358]']
2387,712,B0000045ZN,25 Preludes Op 64,Music,430808,2,2,5.0,Classical[85],['General[300358]']
2388,713,B0000045ZH,Aubade / Neapolitan Rhapsody,Music,245620,2,2,4.5,Classical[85],"['Ballets & Dances[5260]', 'Dances[5279]']"
2389,713,B0000045ZH,Aubade / Neapolitan Rhapsody,Music,245620,2,2,4.5,Classical[85],"['Forms & Genres[36632]', 'Fantasies[36641]']"
2390,713,B0000045ZH,Aubade / Neapolitan Rhapsody,Music,245620,2,2,4.5,Classical[85],"['Forms & Genres[36632]', 'Variations[36704]', 'Passacaglias[36709]']"
2391,713,B0000045ZH,Aubade / Neapolitan Rhapsody,Music,245620,2,2,4.5,Classical[85],['General[300358]']
2392,714,B00005ASLT,Fantastic Yellowman,Music,628397,0,0,0.0,International[33],"['Reggae[63885]', 'Dance Hall[63886]']"
2393,714,B00005ASLT,Fantastic Yellowman,Music,628397,0,0,0.0,International[33],"['Reggae[63885]', 'General[63888]']"
2394,715,B00005B0ZA,SPIN the BOTTLE,Music,410652,1,1,5.0,,
2395,716,B00005ASLV,Return to Earth,Music,139960,9,9,4.5,Rock[40],['Folk Rock[67205]']
2396,716,B00005ASLV,Return to Earth,Music,139960,9,9,4.5,Pop[37],['Pop Rock[284720]']
2397,716,B00005ASLV,Return to Earth,Music,139960,9,9,4.5,Rock[40],"['Jam Bands[225374]', 'Rock Jam Bands[468110]']"
2398,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Classical[85],"['Historical Periods[36712]', 'Modern, 20th, & 21st Century[37260]', 'General Modern[37727]']"
2399,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Jazz[34],"['Vocal Jazz[598170]', 'Vocal Jazz General[63934]']"
2400,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Opera & Vocal[84],['General[64329]']
2401,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Opera & Vocal[84],"['Vocal Non-Opera[67104]', 'Musical Theater[67134]']"
2402,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Classical[85],['General[300358]']
2403,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Broadway & Vocalists[265640],['Cabaret[510676]']
2404,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Broadway & Vocalists[265640],['Traditional Vocal Pop[513060]']
2405,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Pop[37],"['Vocal Pop[406646]', 'General[513062]']"
2406,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Classical[85],"['Forms & Genres[36632]', 'Theatrical, Incidental & Program Music[36684]', 'General[572184]']"
2407,717,B000000PFE,Julie Wilson Sings the Harold Arlen Songbook,Music,252105,2,2,5.0,Broadway & Vocalists[265640],['General[912012]']
2408,718,B0000033WF,The Very Best of Joe Tex [Rhino],Music,36621,6,6,5.0,R&B[39],['General[67184]']
2409,718,B0000033WF,The Very Best of Joe Tex [Rhino],Music,36621,6,6,5.0,R&B[39],"['Soul[67186]', 'General[67188]']"
2410,718,B0000033WF,The Very Best of Joe Tex [Rhino],Music,36621,6,6,5.0,R&B[39],"['Funk[67183]', 'General[468114]']"
2411,719,B00005ASLC,All for You [UK CD Single],Music,186817,15,15,4.0,R&B[39],['General[67184]']
2412,719,B00005ASLC,All for You [UK CD Single],Music,186817,15,15,4.0,Dance & DJ[7],"['Dance Pop[63704]', 'General[467944]']"
2413,719,B00005ASLC,All for You [UK CD Single],Music,186817,15,15,4.0,Pop[37],"['Adult Contemporary[67167]', 'General[468116]']"
2414,719,B00005ASLC,All for You [UK CD Single],Music,186817,15,15,4.0,Pop[37],"['CD Singles[510552]', 'Adult Contemporary[510554]']"
2415,720,B000002V09,The Best of Miles Davis: The Capitol/Blue Note Years,Music,76816,8,8,4.5,Jazz[34],['Cool Jazz[63925]']
2416,720,B000002V09,The Best of Miles Davis: The Capitol/Blue Note Years,Music,76816,8,8,4.5,Jazz[34],['General[63926]']
2417,721,B0000033WC,Loaded (Fully Loaded Edition),Music,50777,32,32,4.5,Alternative Rock[30],['General[5191]']
2418,721,B0000033WC,Loaded (Fully Loaded Edition),Music,50777,32,32,4.5,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Proto Punk[5201]']"
2419,721,B0000033WC,Loaded (Fully Loaded Edition),Music,50777,32,32,4.5,Alternative Rock[30],"['Alternative Styles[468302]', 'Rock[602100]', 'General[301542]']"
2420,722,B000006Z6K,Chiastic Slide,Music,299750,28,28,4.5,Dance & DJ[7],['Ambient[63703]']
2421,722,B000006Z6K,Chiastic Slide,Music,299750,28,28,4.5,Dance & DJ[7],['General[63709]']
2422,722,B000006Z6K,Chiastic Slide,Music,299750,28,28,4.5,Dance & DJ[7],"['Techno[642578]', 'General[63711]']"
2423,722,B000006Z6K,Chiastic Slide,Music,299750,28,28,4.5,Dance & DJ[7],['Electronica[67218]']
2424,722,B000006Z6K,Chiastic Slide,Music,299750,28,28,4.5,Dance & DJ[7],['IDM[467948]']
2425,722,B000006Z6K,Chiastic Slide,Music,299750,28,28,4.5,Miscellaneous[35],['Experimental Music[603174]']
2426,723,B00004NRVJ,Meditation: Practical Survival Kit,Music,98251,1,1,5.0,Miscellaneous[35],['Self-Help[63949]']
2427,723,B00004NRVJ,Meditation: Practical Survival Kit,Music,98251,1,1,5.0,New Age[36],['Meditation[63958]']
2428,723,B00004NRVJ,Meditation: Practical Survival Kit,Music,98251,1,1,5.0,Miscellaneous[35],['General[170942]']
2429,724,B000006Z6W,"Singing the Bruise: The BBC Sessions, 1970-1972",Music,207015,2,2,3.5,Rock[40],['General[67206]']
2430,724,B000006Z6W,"Singing the Bruise: The BBC Sessions, 1970-1972",Music,207015,2,2,3.5,Classic Rock[67204],['Psychedelic Rock[67220]']
2431,724,B000006Z6W,"Singing the Bruise: The BBC Sessions, 1970-1972",Music,207015,2,2,3.5,Rock[40],"['Progressive[292809]', 'Progressive Rock[408264]']"
2432,724,B000006Z6W,"Singing the Bruise: The BBC Sessions, 1970-1972",Music,207015,2,2,3.5,Rock[40],"['Live Albums[497028]', 'Progressive Rock[497036]']"
2433,725,B000031WJE,Bach: French Suites,Music,189176,3,3,3.5,Classical[85],"['Featured Composers, A-Z[5338]', '( B )[7346]', 'Bach, Johann Sebastian[7572]', 'All Works by J.S. Bach[7616]']"
2434,725,B000031WJE,Bach: French Suites,Music,189176,3,3,3.5,Classical[85],"['Forms & Genres[36632]', 'Suites[36675]']"
2435,725,B000031WJE,Bach: French Suites,Music,189176,3,3,3.5,Classical[85],"['Historical Periods[36712]', 'Baroque (c.1600-1750)[36713]', 'General[36894]']"
2436,725,B000031WJE,Bach: French Suites,Music,189176,3,3,3.5,Classical[85],"['Featured Performers, A-Z[38472]', '( M )[52698]', 'Moroney, Davitt[54278]']"
2437,725,B000031WJE,Bach: French Suites,Music,189176,3,3,3.5,Classical[85],['General[300358]']
2438,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Classical[85],"['Featured Composers, A-Z[5338]', '( B )[7346]', 'Bach, Johann Sebastian[7572]', 'All Works by J.S. Bach[7616]']"
2439,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Classical[85],"['Historical Periods[36712]', 'Baroque (c.1600-1750)[36713]', 'General[36894]']"
2440,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Classical[85],"['Featured Performers, A-Z[38472]', '( T )[60889]']"
2441,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Opera & Vocal[84],['Oratorios[64730]']
2442,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Opera & Vocal[84],"['Vocal Non-Opera[67104]', 'Cantatas[67112]']"
2443,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Opera & Vocal[84],"['Vocal Non-Opera[67104]', 'Magnificats[67129]']"
2444,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Opera & Vocal[84],"['Vocal Non-Opera[67104]', 'Oratorios[67138]']"
2445,726,B000031WJG,Bach: Magnificat; Easter Oratorio,Music,107847,2,2,5.0,Classical[85],['General[300358]']
2446,727,B00003W0Z1,Bax: Symphony No. 3 / The Happy Forest,Music,128531,8,8,4.5,Classical[85],"['Forms & Genres[36632]', 'Theatrical, Incidental & Program Music[36684]', 'Tone Poems[36702]']"
2447,727,B00003W0Z1,Bax: Symphony No. 3 / The Happy Forest,Music,128531,8,8,4.5,Classical[85],"['Historical Periods[36712]', 'Modern, 20th, & 21st Century[37260]', 'Forms & Genres[37660]', 'Symphonies[37704]']"
2448,727,B00003W0Z1,Bax: Symphony No. 3 / The Happy Forest,Music,128531,8,8,4.5,Classical[85],"['Symphonies[63681]', 'General[63684]']"
2449,727,B00003W0Z1,Bax: Symphony No. 3 / The Happy Forest,Music,128531,8,8,4.5,Classical[85],"['Symphonies[63681]', 'Modern & 20th Century[63685]']"
2450,727,B00003W0Z1,Bax: Symphony No. 3 / The Happy Forest,Music,128531,8,8,4.5,Classical[85],['General[300358]']
2451,728,B000031WJC,Haydn: Paris Symphonies,Music,33647,8,8,5.0,Classical[85],"['Featured Composers, A-Z[5338]', '( H )[20886]', 'Haydn, Franz Joseph[21386]', 'All Works by Franz Joseph Haydn[21400]']"
2452,728,B000031WJC,Haydn: Paris Symphonies,Music,33647,8,8,5.0,Classical[85],"['Forms & Genres[36632]', 'Symphonies[36676]', 'Classical[36678]']"
2453,728,B000031WJC,Haydn: Paris Symphonies,Music,33647,8,8,5.0,Classical[85],"['Historical Periods[36712]', 'Classical (c.1770-1830)[36972]', 'General[37067]']"
2454,728,B000031WJC,Haydn: Paris Symphonies,Music,33647,8,8,5.0,Classical[85],"['Featured Performers, A-Z[38472]', '( O )[55414]', 'Orchestra of the Age of Enlightenment[55673]']"
2455,728,B000031WJC,Haydn: Paris Symphonies,Music,33647,8,8,5.0,Classical[85],"['Symphonies[63681]', 'General[63684]']"
2456,728,B000031WJC,Haydn: Paris Symphonies,Music,33647,8,8,5.0,Classical[85],['General[300358]']
2457,729,B000088NTA,Sway,Music,129494,4,4,4.0,Alternative Rock[30],"['British Alternative[602074]', 'Britpop[67168]']"
2458,729,B000088NTA,Sway,Music,129494,4,4,4.0,Rock[40],['Folk Rock[67205]']
2459,729,B000088NTA,Sway,Music,129494,4,4,4.0,Alternative Rock[30],"['Indie & Lo-Fi[468300]', 'Indie Pop[602080]', 'Dream Pop[602088]']"
2460,729,B000088NTA,Sway,Music,129494,4,4,4.0,Alternative Rock[30],"['Indie & Lo-Fi[468300]', 'Shoegazing[602094]']"
2461,729,B000088NTA,Sway,Music,129494,4,4,4.0,Alternative Rock[30],"['Alternative Styles[468302]', 'Rock[602100]', 'Space Rock[602102]']"
2462,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Classical[85],"['Featured Composers, A-Z[5338]', '( G )[19383]', 'Gibbons, Orlando[19812]']"
2463,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Classical[85],"['Featured Composers, A-Z[5338]', '( L )[24132]', 'Lassus, Orlando di(Lasso)[24397]', 'All Works by Lassus[24403]']"
2464,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Classical[85],"['Historical Periods[36712]', 'Baroque (c.1600-1750)[36713]', 'General[36894]']"
2465,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Classical[85],"['Historical Periods[36712]', 'Renaissance (c.1450-1600)[37816]', 'Ballets & Dances[37817]']"
2466,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Classical[85],"['Featured Performers, A-Z[38472]', '( H )[47995]', 'Hilliard Ensemble[48822]']"
2467,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Opera & Vocal[84],['General[64329]']
2468,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Opera & Vocal[84],"['Vocal Non-Opera[67104]', 'Songs & Lieder[572060]', 'Madrigals[67128]']"
2469,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Opera & Vocal[84],"['Vocal Non-Opera[67104]', 'Partsongs[67139]']"
2470,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Classical[85],['General[300358]']
2471,730,B000031WJ8,English and Italian Renaissance Madrigals,Music,62300,3,3,4.0,Classical[85],"['Featured Composers, A-Z[5338]', '( M )[25497]', 'Marenzio, Luca[25839]', 'All Works by Marenzio[573288]']"
2472,731,B00007HX4V,Spearheading the Sin Movement,Music,134349,0,0,0.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Hardcore[5198]']"
2473,731,B00007HX4V,Spearheading the Sin Movement,Music,134349,0,0,0.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Emo[300227]']"
2474,731,B00007HX4V,Spearheading the Sin Movement,Music,134349,0,0,0.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Post Hardcore[13463681]']"
2475,732,B00000JCC3,Trick: Music From The Motion Picture,Music,35198,29,29,4.5,Soundtracks[42],['Movie Soundtracks[67226]']
2476,732,B00000JCC3,Trick: Music From The Motion Picture,Music,35198,29,29,4.5,Soundtracks[42],['General[292522]']
2477,732,B00000JCC3,Trick: Music From The Motion Picture,Music,35198,29,29,4.5,Soundtracks[42],"['By Decade[466308]', '1990s[466314]']"
2478,733,B00005B0ZF,"What's The Damage, Nick Nack?",Music,422706,2,2,4.5,Rock[40],['General[67206]']
2479,734,B00000JCCX,Urban Grooves 2,Music,33354,33,33,5.0,Jazz[34],['General[63926]']
2480,735,B00000373D,Future of What,Music,30609,2,2,5.0,Alternative Rock[30],['General[5191]']
2481,735,B00000373D,Future of What,Music,30609,2,2,5.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Hardcore[5198]']"
2482,735,B00000373D,Future of What,Music,30609,2,2,5.0,Alternative Rock[30],"['Hardcore & Punk[5196]', 'Punk[5203]']"
2483,736,B000002NZX,Smokey and the Bandit - The Soundtrack,Music,25401,7,7,5.0,Soundtracks[42],['Movie Soundtracks[67226]']
2484,736,B000002NZX,Smokey and the Bandit - The Soundtrack,Music,25401,7,7,5.0,Soundtracks[42],['General[292522]']
2485,737,B000003TJY,Salseando [Artex],Music,445367,0,0,0.0,International[33],"['Caribbean & Cuba[63748]', 'Cuba[63751]']"
2486,737,B000003TJY,Salseando [Artex],Music,445367,0,0,0.0,Latin Music[289122],['General[63851]']
2487,737,B000003TJY,Salseando [Artex],Music,445367,0,0,0.0,Latin Music[289122],['Salsa[63854]']
2488,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Pop[37],"['By Decade[465378]', '1980s[465388]']"
2489,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Pop[37],"['By Decade[465378]', '1990s[465390]']"
2490,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Miscellaneous[35],"['Compilations[466080]', 'Holiday Music[466086]']"
2491,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Miscellaneous[35],"['Holiday[292572]', 'General Christmas[515048]']"
2492,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Miscellaneous[35],"['Holiday[292572]', 'Pop Vocal[515056]']"
2493,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Alternative Rock[30],"['New Wave & Post-Punk[602076]', 'Post-Punk[602078]']"
2494,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Miscellaneous[35],"['Compilations[466080]', 'Decades[13463551]', '1980-1989[13463631]']"
2495,738,B0000033W7,New Wave Christmas - Just Can't Get Enough,Music,36258,5,5,4.0,Miscellaneous[35],"['Compilations[466080]', 'Decades[13463551]', '1990-1999[13463641]']"
2496,739,B0000006O3,Azure-Te,Music,94610,2,2,3.5,Jazz[34],['General[63926]']
2497,740,B0000006O2,Brotherhood,Music,93947,2,2,4.0,Jazz[34],['General[63926]']
2498,741,B00000HZ3Q,Where The Fields Grow Green,Music,109748,10,10,3.5,Rock[40],['General[67206]']
2499,741,B00000HZ3Q,Where The Fields Grow Green,Music,109748,10,10,3.5,Rock[40],"['Jam Bands[225374]', 'Rock Jam Bands[468110]']"
2500,742,B0000033W0,Peaceful: The Best Of Kenny Rankin,Music,9302,9,9,5.0,Country[16],['General[63695]']
2501,742,B0000033W0,Peaceful: The Best Of Kenny Rankin,Music,9302,9,9,5.0,Jazz[34],['General[63926]']
2502,742,B0000033W0,Peaceful: The Best Of Kenny Rankin,Music,9302,9,9,5.0,Pop[37],"['Adult Contemporary[67167]', 'General[468116]']"
2503,742,B0000033W0,Peaceful: The Best Of Kenny Rankin,Music,9302,9,9,5.0,Broadway & Vocalists[265640],['Traditional Vocal Pop[513060]']
2504,742,B0000033W0,Peaceful: The Best Of Kenny Rankin,Music,9302,9,9,5.0,Pop[37],"['Vocal Pop[406646]', 'General[513062]']"
2505,743,B0000006OM,Comecar De Novo (To Begin Again),Music,103273,2,2,4.5,International[33],"['South & Central America[63761]', 'Brazil[63766]']"
2506,743,B0000006OM,Comecar De Novo (To Begin Again),Music,103273,2,2,4.5,Jazz[34],['General[63926]']
2507,744,B0000006OU,These Cats Can Swing,Music,45816,4,4,5.0,Jazz[34],['General[63926]']
2508,745,B0000006OT,Lotus Blossom,Music,103610,0,0,0.0,Jazz[34],['General[63926]']
2509,745,B0000006OT,Lotus Blossom,Music,103610,0,0,0.0,Jazz[34],['Soul-Jazz & Boogaloo[500060]']
2510,746,B0000006OQ,Rain or Shine,Music,268690,0,0,0.0,International[33],"['South & Central America[63761]', 'Brazil[63766]']"
2511,746,B0000006OQ,Rain or Shine,Music,268690,0,0,0.0,Jazz[34],['Brazilian Jazz[63897]']
2512,746,B0000006OQ,Rain or Shine,Music,268690,0,0,0.0,Jazz[34],['General[63926]']
2513,746,B0000006OQ,Rain or Shine,Music,268690,0,0,0.0,Jazz[34],"['Bebop[598174]', 'Hard Bop[598176]']"
2514,747,B0000006OX,Concord Jazz Guitar Collective,Music,43552,4,4,5.0,Jazz[34],['General[63926]']
2515,748,B00000I743,Instrumental Praise Series: Great Is the Lord,Music,94951,2,2,5.0,Christian & Gospel[173429],['General[63941]']
2516,748,B00000I743,Instrumental Praise Series: Great Is the Lord,Music,94951,2,2,5.0,Christian & Gospel[173429],"['Compilations[465926]', 'Contemporary Christian[465928]']"
2517,749,B00000879D,Die GroÌÙen Erfolge,Music,16741,7,7,4.5,Dance & DJ[7],['Disco[63705]']
2518,749,B00000879D,Die GroÌÙen Erfolge,Music,16741,7,7,4.5,International[33],"['Europe[63777]', 'Continental Europe[63784]', 'Germany[63792]']"
2519,749,B00000879D,Die GroÌÙen Erfolge,Music,16741,7,7,4.5,International[33],['General[63848]']
2520,749,B00000879D,Die GroÌÙen Erfolge,Music,16741,7,7,4.5,Dance & DJ[7],"['Dance Pop[63704]', 'General[467944]']"
2521,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Latin Music[289122],['General[63851]']
2522,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Latin Music[289122],['Latin Pop[63852]']
2523,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Jazz[34],['Jazz Fusion[63927]']
2524,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Soundtracks[42],['Movie Scores[67225]']
2525,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Soundtracks[42],['General[292522]']
2526,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Latin Music[289122],"['Compilations[466042]', 'Latin Pop[466048]']"
2527,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Alternative Rock[30],"['Ska[468308]', 'Ska General[501996]']"
2528,750,B00000AETO,Outlandos D'Americas: A Rock En Espanol Tribute To The Police,Music,41800,3,3,4.0,Pop[37],"['Easy Listening[67171]', 'Orchestral Pop[604208]']"
2529,751,B00000G2EX,By Request!,Music,224045,2,2,5.0,,
2530,752,B0000037AE,Shakuhachi Meditation Music,Music,3462,8,8,5.0,International[33],"['Far East & Asia[63831]', 'Japan[63837]']"
2531,752,B0000037AE,Shakuhachi Meditation Music,Music,3462,8,8,5.0,International[33],['General[63848]']
2532,752,B0000037AE,Shakuhachi Meditation Music,Music,3462,8,8,5.0,New Age[36],['General[63957]']
2533,752,B0000037AE,Shakuhachi Meditation Music,Music,3462,8,8,5.0,New Age[36],['Meditation[63958]']
2534,753,B00000G2EW,On The Sunny Side of the Street,Music,199622,4,4,5.0,,
2535,754,B0000037AC,Divine Bliss,Music,112681,4,4,5.0,International[33],['General[63848]']
2536,755,B0000037AB,Sounds of Peace,Music,79837,3,3,4.5,International[33],"['Far East & Asia[63831]', 'Tibet[63846]']"
2537,755,B0000037AB,Sounds of Peace,Music,79837,3,3,4.5,International[33],['General[63848]']
2538,755,B0000037AB,Sounds of Peace,Music,79837,3,3,4.5,New Age[36],['Healing[598594]']
2539,756,B0000037AP,B'ismillah: Fes Festival Of World Sacred Music,Music,57360,2,2,4.5,International[33],['General[63848]']
